,asin,category,price_weighted_normalized,leak_weighted_normalized,absorb_weighted_normalized,comfort_weighted_normalized,material_weighted_normalized,package_weighted_normalized,size_weighted_normalized
165,B074G1PNCV,Protège-slips,0.0,0.070897305368159,0.1280871459482515,0.059157449467552,0.3543356740174836,0.0796936158292756,0.023458947038712
166,B074L5CZDP,Protège-slips,0.4273735236606006,0.0482955512813634,0.2356481255452117,0.1670827778153805,0.3980348298757709,0.1906334814931455,0.0414869294103861
167,B074P5PQ7M,Hygiène et soins intimes,0.0,0.070897305368159,0.0269236580331692,0.0751833507947112,0.3543356740174836,0.31032306256179,0.0107807363918418
168,B074PBX6ZY,Tampons,0.0,0.070897305368159,0.0269236580331692,0.059157449467552,0.3543356740174836,0.0796936158292756,0.0077560076835343
169,B0757LWQDW,Tampons,0.0,0.070897305368159,0.0269236580331692,0.1778077569523254,0.3543356740174836,0.2219854294129606,0.0399084476339736
170,B0757XT5HP,Tampons,0.1995207727597555,0.399758784770336,0.0269236580331692,0.7651515305518443,0.8405618545606505,0.22212340588318,0.5770143276649393
171,B0757YRJS6,Tampons,0.0830679163710605,0.1071401099492185,0.0269236580331692,0.174532464746926,0.3543356740174836,0.0796936158292756,0.0554382737107734
172,B0759RB3LK,Tampons,0.2207712975560447,0.1913013576181415,0.6834840963791484,0.234377183195491,0.5405709697396072,0.119093535353818,0.0589357728282133
173,B075DJJ96Q,Protège-slips,0.0509423617377151,0.070897305368159,0.0269236580331692,0.059157449467552,0.3829845243829418,0.1887906755508136,0.0
174,B075FT15H4,Tampons,0.1176035305199897,0.1393117138968661,0.5007727540635617,0.1758305605744602,0.3543356740174836,0.0796936158292756,0.0313947285505375
175,B075FX12L3,Tampons,0.093092475094242,0.0979750070063909,0.1162305516831342,0.1145710342903719,0.3543356740174836,0.2126035028537875,0.0
176,B075LMJBWV,Protège-slips,0.0,0.070897305368159,0.0269236580331692,0.059157449467552,0.3543356740174836,0.1523579220151959,0.0
177,B0766DYYYV,Tampons,0.0,0.1625307432575928,0.0269236580331692,0.059157449467552,0.3543356740174836,0.0796936158292756,0.0
178,B0771Y7YQ1,Serviettes hygièniques,0.0,0.070897305368159,0.0999038161821841,0.0968933585585858,0.3543356740174836,0.0796936158292756,0.0
179,B077PXF7QY,Serviettes hygièniques,0.0459367728734727,0.070897305368159,0.0269236580331692,0.059157449467552,0.3543356740174836,0.0796936158292756,0.0
180,B077RJV4MM,Tampons,0.1553096972669679,0.3690506805264342,0.0269236580331692,0.3919723356175816,0.843454888419086,0.2570844891230988,0.4394817155001871
181,B077RTQKV5,Tampons,0.4243512345097281,0.9254165509325388,0.0645016673758408,0.9464832290901224,0.6113387237876374,0.12629779135086,0.5664112190600398
182,B077XDM51Q,Tampons,0.0647012796644103,0.1838148281598418,0.5731415838770935,0.3480097314483885,0.6454281505073645,0.218256476498183,0.1036335781564639
183,B0787Z96WS,Serviettes hygièniques,0.0,0.070897305368159,0.0269236580331692,0.059157449467552,0.3543356740174836,0.3045832693210689,0.0
